I,UPC
138188,602686211086
138189,602686211185
138190,602686211130
138191,602686214131
138192,602686292016
138193,602686422161
138194,602686422154
138195,602686422499
138196,602686422505
138197,602686422536
138199,602686253505
138200,602686253512
138230,023614735199
138268,642230263024
138269,642230263000
138270,642230261839
138271,642230262553
138274,792759418051
138275,817461017481
138280,787450668560
138281,787450668584
138282,850030381125
138283,850030381118
138286,727962703717
138306,646809583094
138309,646809581175
138313,744253003509
138415,048702020612
138416,048702020643
138417,019428002077
138476,604206910462
138477,604206200020
138478,604206129628
138484,604206129413
138491,806703891538
138492,806703891521
138524,811338036582
138526,764503047305
138527,764503912696
138528,764503036927
138529,764503913211
138530,764503912641
138531,764503036019
138532,764503913150
138533,764503913099
138534,764503040474
138535,9173108005374
138536,764503026737
138537,764503026096
138538,764503044526
138539,764503020322
138540,764503037443
138541,764503045370
138542,022188887013
138543,764503047909
138546,741566904929
138550,816715013040
138571,811069029488
138612,810070680220
138614,810070680268
138616,810070680213
138617,810070680329
138618,810070680312
138619,810070680275
138620,810070680466
138621,810070680343
138622,810070680350
138623,810070680398
138624,810070680282
138625,810070680305
138626,810070680299
138627,810070680428
138628,810070680411
138629,810070680404
138630,810070680664
138631,810070680671
138632,810070680640
138633,810070680657
138634,810070680701
138635,810070680749
138636,810070680725
138637,810070680756
138638,810070680763
138639,810070680817
138640,810070680794
138641,810070680800
138647,810070681180
138648,810070681166
138649,810070681159
138650,810070681111
138651,810070681135
138652,810070681142
138653,810070681517
138654,810070681524
138655,810070681579
138656,810070681586
138657,810070681845
138658,810070681869
138666,810070681609
138667,810070681852
138668,810070681661
138670,810070681616
138671,810070681593
138672,810070681678
138673,810070681623
138674,810070681630
138675,810070681876
138676,810070682019
138677,810070682002
138678,810070681937
138679,810070681951
138680,810070682026
138681,810070682033
138682,810070682040
138683,810070682057
138684,810070682088
138685,810070682125
138686,810070682118
138687,810070682071
138689,810070682064
138690,810070682156
138691,810070682149
138692,810070682224
138732,810070682828
138733,810070682941
138734,810070682972
138735,810070682989
138736,810070683009
138748,810070682637
138750,810070683955
138751,810070683887
138752,810070683917
138753,810070683900
138754,810070683863
138755,810070683924
138756,810070683870
138757,810070683856
138758,810070683948
138760,810070683849
138764,810070684020
138765,810070683993
138766,810070684037
138767,810070684013
138768,810070684006
138771,810070680039
138773,810070680022
138774,810070680008
138782,810070685102
138784,810070685096
138785,810070685133
138787,810070685157
138788,810070685164
138800,810070685720
138801,810070685737
138893,048702020636
138937,810025506384
138973,798681618798
138983,798681646432
138984,736676137169
138987,082442937984
138988,082442937991
138989,082442938004
138990,082442938066
138991,082442938073
138992,082442938080
139016,792759418280
139017,792759418488
139019,792759418273
139020,792759418624
139021,792759421129
139022,792759419133
139023,792759418860
139024,792759418952
139025,792759418969
139026,792759418532
139027,792759421211
139028,792759418556
139031,792759418983
139033,792759418891
139034,792759419003
139036,792759418990
139038,792759419102
139058,742309782491
139060,725327936015
139061,725327935988
139062,725327627241
139063,725327627517
139064,725327627548
139072,810021510521
139078,853418201121
139079,853418202128
139081,850020252930
139082,810075870169
139086,640832002218
139088,810496022680
139090,812285025919
139091,812285025926
139114,725327619734
139117,011356577863
139140,727962706312
139141,727962706305
139221,806703815657
139226,810033785580
139298,798681656592
139331,812285026374
139332,4806015566250
139333,812285026862
139337,764503993527
139338,764503016530
139339,764503045424
139340,764503050527
139341,022188884814
139373,860005634576
139374,792759419072
139375,792759418921
139376,792759419089
139377,792759419065
139378,792759419058
139390,706397934491
139394,602686422369
139395,602686422352
139397,787450607651
139398,787450607675
139407,810083202075
139408,810083202105
139409,810083200170
139410,810083200095
139411,810083202006
139412,810083202051
139413,810083200163
139415,810083200057
139418,810083200224
139420,810083200194
139421,810083200101
139422,810083200088
139423,810083200040
139424,810083200033
139433,810083201504
139434,810083201511
139435,810083201528
139436,810083201535
139437,810083200361
139438,810083200279
139439,810083202068
139440,810083202150
139441,810083202013
139442,810083202082
139443,810083202020
139444,810083202037
139445,810083202044
139446,810083202167
139447,810083202174
139448,810083202181
139449,810083202198
139450,810083202204
139451,810083200149
139452,810083200378
139482,642230262966
139508,640832008302
139509,640832008319
139531,642230262997
139532,818773022606
139578,810012511926
139581,764503912597
139582,764503912900
139583,764503039744
139584,764503050329
139586,764503014543
139588,764503032349
139589,764503014567
139590,764503048173
139591,764503048005
139592,764503993961
139593,764503032417
139594,764503049088
139595,792759421150
139596,792759421198
139597,792759421143
139602,792759418044
139608,810046232385
139609,736676035021
139616,764503048166
139617,764503049873
139618,764503913044
139619,764503049057
139621,040589028736
139622,845737013332
139623,845737013271
139624,845737013295
139625,845737013301
139630,736676311101
139634,723364220722
139635,723364220739
139636,723364220760
139637,723364220746
139638,723364220753
139645,850869008569
139648,022188880137
139761,082442940809
139762,082442925981
139763,082442940816
139764,082442925998
139765,082442940793
139766,082442925974
139767,082442940847
139768,082442926124
139769,082442940854
139770,082442926131
139771,082442940830
139772,082442926117
139773,082442940687
139774,082442940694
139775,082442940670
139776,082442943138
139777,082442943114
139785,082442940885
139786,082442940915
139787,082442940878
139788,082442940908
139795,082442940724
139796,082442940731
139797,082442940717
139798,082442943046
139799,082442943077
139800,082442943084
139801,082442943091
139804,082442948171
139805,082442948188
139806,082442948201
139807,082442948218
139808,850023353122
139809,845737013691
139810,845737013677
139811,845737013707
139812,845737013684
139813,845737013653
139814,845737013660
139815,845737013578
139816,845737013646
139817,845737013622
139818,845737013639
139819,845737013561
139820,845737013615
139821,764503914430
139822,764503355097
139823,764503043505
139824,792759418525
139825,764503050350
139862,853418352229
139863,853418332221
139864,853418372029
139865,853418302026
139866,853418322024
139868,082442949130
139869,082442949147
139888,0
139897,062654472565
139898,062654702563
139899,062654705564
139900,062654708565
139901,011356577870
139902,011356577139
139903,011356577146
139904,011356577184
139905,011356577191
139906,011356577207
139907,011356577177
139908,011356577153
139909,011356577160
139915,798681654475
139916,798681657810
139949,642230263017
139951,682146891980
139952,682146891997
139953,682146892000
139961,806703951997
139964,810046330012
139965,810046330050
139966,810046332139
139967,810046330098
139968,810046330135
139969,810046330173
139972,810046330456
139973,810046330494
139975,727962706510
139978,815604019552
139979,818773022682
139981,858763007060
140020,193212018342
140021,193212048844
140022,193212018687
140023,193212018670
140037,011356187079
140039,011356185860
140040,011356186997
140043,810496023045
140051,787450690905
140062,725327619611
140074,754908255702
140087,806703892351
140088,806703892535
140089,806703892689
140091,806703892894
140147,725327936404
140148,725327936411
140194,850979005892
140195,850979005908
140196,850979005915
140197,850979005922
140198,850979005939
140199,850979005946
140214,811452028890
140215,811452028906
140216,811452028838
140217,811452028845
140218,811452028852
140219,811452028869
140220,811452028876
140221,811452028883
140227,810025506667
140325,848456002984
140326,848456003011
140327,848456002106
140332,848456000508
140337,015813851510
140338,015813851503
140339,015813851558
140340,015813277075
140363,022188876208
140364,022188876178
140365,810083202211
140366,706397952716
140367,706397952495
140389,022188888652
140390,022188888669
140393,798681656363
140453,022188889062
140454,022188889055
140461,792759418006
140462,716053597755
140466,810046236130
140468,787450766365
140501,787450773431
140505,011356187086
140506,752334900494
140556,727962703762
140615,747115448425
140616,747115448449
140617,747115448456
140618,747115448470
140619,747115448487
140620,747115448500
140621,747115448517
140622,747115448586
140623,747115448609
140624,747115448616
140625,747115448630
140626,747115448647
140627,747115448661
140628,747115448678
140629,747115448746
140630,747115448777
140631,747115448807
140632,747115448821
140633,747115448838
140634,747115448845
140635,747115448920
140636,747115448951
140637,747115448982
140638,747115449002
140639,747115449019
140640,747115449361
140641,747115449354
140642,747115449392
140643,747115449378
140644,747115449385
140645,747115425501
140646,747115447862
140647,747115447855
140722,015813516006
140723,015813516013
140724,015813516020
140725,015813516037
140726,015813890250
140727,015813890274
140728,015813890441
140729,015813890458
140730,015813890465
140754,850032289122
140755,850032289139
140756,850032289146
140757,850032289153
140758,850032289160
140759,850032289177
140760,850032289184
140761,850032289191
140762,850032289207
140763,850032289214
140764,850032289221
140765,850032289238
140766,850032289245
140767,850032289252
140797,736676164035
140810,706397943967
140840,706397955069
140841,706397950743
140842,706397955076
